event_key,active,name,event_start,event_end,event_type,event_subtype,description,host_org,url,media_url,map,seats,goers,invite_only,venue,address,company,audience,subject,geo_area,tags,fsq_venue_id,custom1,custom2,custom4,custom5,id,venue_id,speakers,moderators,artists,sponsors,exhibitors,staff
"215","Y","Getting Schooled: Detroit Public Schools on Stage","2017-06-18 13:00:00","2017-06-18 14:30:00","Film Screening-Performance","","Black and Brown Theatre will present a devised theatre piece that looks at the challenges that the Detroit Public School system faces by telling the stories of the teachers, students, administrators and parents. Audience members will enjoy a powerful show followed by a talkback in which we will brainstorm potential realistic solutions and action items to the challenges addressed in the performance.","","","","","0","4","N","Student Center: Hilberry B","","General","","Everyone","","","","","","","","ab8e2f1f88578cd4893f83e234bbb881","611326","Emilio Rodriguez, Imani Sims, Morgan Breon","","","","",""
"283","Y","AMC Exhibition Area","2017-06-16 09:00:00","2017-06-18 17:00:00","","","The AMC features an exhibition area showcasing an exciting collection of book and zine distributors, non-profit and activist organizations, technology presentations, and art, films, music, and crafts. Be sure to stop by for live screenprinting, new AMP merch and great vendors throughout the weekend.","","","","","0","10","N","Student Center Main Ballroom","","","","Everyone","","","","","","","","ab9ab283c8fbb47ec94561686062da2b","613511","","","","","",""
"173","Y","Poetry As Visionary Resistance","2017-06-16 16:00:00","2017-06-16 17:30:00","Hands-on Session","","Toni Cade Bambara said, 'the role of the artist is to make revolution irresistible.' This session highlights poetry as an avenue for visionary resistance and as an art form worthy of political study. We will explore poems, including some by Detroit-based poet and activist Tawana 'Honeycomb' Petty, and assess their contributions to political movements and theory. Participants will walk away with collectively written poetry and an understanding of the role of the poet in narrating and ushering in a vision for a new world.","","","","","0","12","N","McGregor: Room F/G/H","","Art as Resistance","","Intermediate","","","","","","","","adb1169d35925b02dc87fc1f4fa6e4bc","611319","Tawana Petty","","","","",""
"172","Y","DIY Embroidered Patches","2017-06-17 11:00:00","2017-06-17 12:30:00","Practice Space session","","The humble fabric patch can be a simple means to mending or a brave declaration of self-determination. What language do we use to mark ourselves when existing labels are too limiting? This patch-making workshop will teach basic embroidery skills and will encourage participants to create new words and meanings to better describe themselves on their own terms.","","","","","0","15","N","McGregor: Room B/C","","Art as Resistance","","Everyone","","","","","","","","adfbb7bc74335d47276ed87af3f8521d","611343","Lucia Calderon Arrieta, Sicily","","","","",""
"185","Y","Detroit Through the Eyes of James and Grace Lee Boggs","2017-06-16 11:00:00","2017-06-16 12:30:00","Panel-Presentation","","How does the radical legacy of James and Grace Lee Boggs speak to our struggles to transform ourselves and society? We will explore how James and Grace Lee Boggs analyzed capitalism and white supremacy, while they made Detroit the center of revolutionary organizing from the eras of civil rights and Black Power to neoliberalism and emergency management. Participants will come away with new insights from Detroit's ongoing movement history and the Boggs's philosophical activism.","","","","","0","12","N","Student Center: Hilberry B","","Wage Love","","Everyone","","","","","","","","ae9c7def55430c6b9ba97091422676a9","611326","Stephen Ward, Scott Kurashige","","","","",""
"218","Y","Capoeira Angola of Bahia in Detroit","2017-06-17 16:00:00","2017-06-17 17:30:00","Practice Space session","","Have you ever wanted to explore Brazilian folkloric dance and music? We will learn about the past and present of Capoeira Angola and participants will get a chance to try music, Portuguese song, acrobatics and dance within Capoeira Angola. Participants will leave with a better understanding of artistic expression through dance and cultural unity.","","","","","0","7","N","Student Center: Dance Room 020","","General","","Beginner","","","","","","","","aecd2b9fb47f7a4c4fd24a6e38dc4f8c","611342","Kelvin Wyatt","","","","",""
"110","Y","Poet as Witness","2017-06-16 14:00:00","2017-06-16 15:30:00","Panel-Presentation","","Writ Large Press presents five poets who will read their work and discuss their roles as documentarians and witnesses. Rachel Kaminer and Rocío Carlos share their collaborative project, Attendance, attending to their daily lives and the nature that surrounds them. F. Douglas Brown shares from Zero to Three and his new book Frederick Douglass. Ashaki M. Jackson's shares work from her book Surveillance, an examination of videos of police killing civilians and the public's consumption of these videos, and Jen Hofer discusses how documentary poetry impacts her work as writer, translator, and educator.","","","","","0","7","N","McGregor: Room F/G/H","","Poetry and Publishing","","Everyone","","","","","","","","b1099efd363b156a358146f08bc3bce8","611319","Judeth Oden Choi, Chiwan Choi, Rachel McLeod Kaminer, Rocío Carlos, F. Douglas Brown, Jen Hofer","","","","",""
"267","Y","Closing Celebration","2017-06-17 16:45:00","2017-06-17 17:30:00","","","What are the seeds we intend to carry back home with us from AMC2017?<br /> <br /> We will gather to share ideas and strategies for safe journeys, so that all can carry the seeds, songs, and stories of the weekend in hearts and hands until next year’s AMC. <br /> <br /> Performances by Britney Stoney and Ahya Simone. Hosted by Halima Cassells and B. Anthony Holley.","","","","","0","42","N","McGregor Conference Center","","","","Everyone","","","","","","","","b1663d23c59b32bb5171ffd03f606a64","613497","","","","","",""
"140","Y","Video for Revolution","2017-06-16 14:00:00","2017-06-16 15:30:00","Hands-on Session","","From the Arab Spring to Ferguson, video has amplified voices and exposed human rights abuses. This session will explore how we utilize video for revolution. We&rsquo;ll facilitate a discussion on how activists around the world are using video now, and provide practical tips on the right to record, filming the police and protests, basic digital and physical security, and media preservation. Participants will walk away knowing how to safely, ethically and effectively use video for evidence and advocacy.","","","","","0","6","N","State Hall: Room 118","","General","","Everyone","","","","","","","","b1bf50ad84fa7c14f26210b4f1c489f0","611324","Dia Kayyali, Palika Makam, Jackie Zammuto","","","","",""
"156","Y","Deep Listening: An Embodied Meditation","2017-06-17 14:00:00","2017-06-17 15:30:00","Practice Space session","","This session will guide practitioners through embodied practices of introspection, meditation, gentle movement and a collaborative listening circle to support insight and healing. Practitioners will learn to ground and restore themselves in silence to cut through the noise and hear their authentic voice, center their intuitive awareness and discern skillful action. Through the listening circle, practitioners will build their capacity to cultivate compassion and skillful communication.","","","","","0","15","N","McGregor: Room J","","Healing Justice","","Intermediate","","","","","","","","b1eecbda4bb979366b4970de1e088811","611330","Tara Scott-Miller","","","","",""
"227","Y","Oral History 101 for Organizers","2017-06-16 11:00:00","2017-06-16 12:30:00","Hands-on Session","","This workshop aims to introduce community organizers to oral history methods. We will explore formal oral history methods, how to conduct oral history interviews, and examine what oral history has to offer to social movements and community organizers. Throughout, we will consider how to incorporate anti-oppression principles into activist oral history projects.","","","","","0","22","N","State Hall: Room 117","","General","","Beginner","","","","","","","","b25e43e045b890e600246876596450c6","611314","Amaka Okechukwu, Amy Starecheski","","","","",""
